YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,11,9,1,WN,2694,N472WN,ABQ,DAL,2025,2022.0,-3.0,7.0,2029.0,90.0,82.0,71.0,580,2240.0,4.0,2255,2244.0,-11.0,False,False,,,,,,
2015,4,16,4,EV,4156,N13553,IAH,TYR,2116,,,,,57.0,,,163,,,2213,,,False,True,B,,,,,
2015,6,29,1,OO,5354,N970SW,MBS,ORD,1625,1614.0,-11.0,51.0,1705.0,79.0,106.0,39.0,222,1644.0,16.0,1644,1700.0,16.0,False,False,,16.0,0.0,0.0,0.0,0.0
2015,10,2,5,OO,6211,N792SK,14683,12892,1718,1713.0,-5.0,17.0,1730.0,192.0,189.0,165.0,1211,1815.0,7.0,1830,1822.0,-8.0,False,False,,,,,,
2015,11,22,7,DL,2787,N3760C,LAX,BNA,1133,1213.0,40.0,13.0,1226.0,230.0,217.0,201.0,1797,1747.0,3.0,1723,1750.0,27.0,False,False,,0.0,0.0,9.0,18.0,0.0
2015,11,3,2,F9,333,N210FR,MSP,DEN,600,559.0,-1.0,12.0,611.0,132.0,138.0,104.0,680,655.0,22.0,712,717.0,5.0,False,False,,,,,,
2015,8,3,1,WN,4390,N8652B,DEN,PHX,2115,2206.0,51.0,9.0,2215.0,110.0,98.0,84.0,602,2239.0,5.0,2205,2244.0,39.0,False,False,,0.0,0.0,3.0,36.0,0.0
2015,12,22,2,AA,89,N3HRAA,SAN,JFK,2239,2237.0,-2.0,19.0,2256.0,321.0,323.0,289.0,2446,645.0,15.0,700,700.0,0.0,False,False,,,,,,
2015,6,4,4,US,419,N665AW,PHL,LAS,2035,2129.0,54.0,44.0,2213.0,317.0,341.0,289.0,2176,2.0,8.0,2252,10.0,78.0,False,False,,24.0,0.0,2.0,52.0,0.0
2015,6,5,5,EV,4523,N16559,CVG,IAH,1327,1325.0,-2.0,8.0,1333.0,148.0,148.0,118.0,871,1431.0,22.0,1455,1453.0,-2.0,False,False,,,,,,
2015,9,5,6,WN,5941,N254WN,DCA,STL,1855,1847.0,-8.0,13.0,1900.0,130.0,111.0,94.0,719,1934.0,4.0,2005,1938.0,-27.0,False,False,,,,,,
2015,10,4,7,OO,4597,N912EV,11823,10397,1120,1119.0,-1.0,16.0,1135.0,104.0,104.0,82.0,508,1257.0,6.0,1304,1303.0,-1.0,False,False,,,,,,
2015,10,4,7,DL,2132,N663DN,10397,14683,946,943.0,-3.0,13.0,956.0,149.0,140.0,116.0,874,1052.0,11.0,1115,1103.0,-12.0,False,False,,,,,,
2015,2,28,6,B6,2579,N324JB,BOS,EWR,1450,1449.0,-1.0,22.0,1511.0,98.0,83.0,57.0,200,1608.0,4.0,1628,1612.0,-16.0,False,False,,,,,,
2015,2,13,5,UA,1697,N17245,AUS,DEN,903,901.0,-2.0,14.0,915.0,137.0,138.0,110.0,775,1005.0,14.0,1020,1019.0,-1.0,False,False,,,,,,
2015,1,31,6,UA,1139,N33284,EWR,DEN,1540,1606.0,26.0,14.0,1620.0,271.0,257.0,233.0,1605,1813.0,10.0,1811,1823.0,12.0,False,False,,,,,,
2015,12,29,2,UA,430,N427UA,CLE,LAX,2032,2154.0,82.0,12.0,2206.0,314.0,294.0,276.0,2052,2342.0,6.0,2246,2348.0,62.0,False,False,,0.0,0.0,0.0,49.0,13.0
2015,1,27,2,OO,6522,N956SW,LAX,PHX,1150,1145.0,-5.0,22.0,1207.0,85.0,81.0,56.0,370,1403.0,3.0,1415,1406.0,-9.0,False,False,,,,,,
2015,6,15,1,US,756,N827AW,BUF,CLT,1150,1146.0,-4.0,10.0,1156.0,110.0,115.0,82.0,546,1318.0,23.0,1340,1341.0,1.0,False,False,,,,,,
2015,6,29,1,EV,5429,N936EV,ATL,MLU,1954,1946.0,-8.0,26.0,2012.0,94.0,96.0,67.0,448,2019.0,3.0,2028,2022.0,-6.0,False,False,,,,,,
2015,7,29,3,AA,1752,N200UU,PHX,PHL,855,854.0,-1.0,23.0,917.0,284.0,274.0,246.0,2075,1623.0,5.0,1639,1628.0,-11.0,False,False,,,,,,
2015,1,27,2,UA,1058,,EWR,ORD,600,,,,,159.0,,,719,,,739,,,False,True,B,,,,,
2015,5,12,2,DL,1235,N985AT,ATL,MDT,939,933.0,-6.0,23.0,956.0,115.0,109.0,83.0,620,1119.0,3.0,1134,1122.0,-12.0,False,False,,,,,,
2015,10,7,3,AA,793,N839AW,10721,11057,1705,1709.0,4.0,25.0,1734.0,149.0,134.0,102.0,728,1916.0,7.0,1934,1923.0,-11.0,False,False,,,,,,
2015,2,24,2,WN,2256,N7708E,CMH,MDW,1255,1253.0,-2.0,9.0,1302.0,75.0,70.0,54.0,283,1256.0,7.0,1310,1303.0,-7.0,False,False,,,,,,
2015,8,1,6,MQ,3312,N665MQ,BNA,ORD,1712,2015.0,183.0,14.0,2029.0,112.0,101.0,61.0,409,2130.0,26.0,1904,2156.0,172.0,False,False,,0.0,0.0,62.0,110.0,0.0
2015,5,2,6,AA,140,N434AA,DFW,SJC,1845,1844.0,-1.0,15.0,1859.0,235.0,206.0,186.0,1438,2005.0,5.0,2040,2010.0,-30.0,False,False,,,,,,
2015,10,11,7,F9,1365,N910FR,14107,14771,1600,1559.0,-1.0,13.0,1612.0,125.0,108.0,90.0,651,1742.0,5.0,1805,1747.0,-18.0,False,False,,,,,,
2015,2,25,3,US,647,N673AW,TPA,PHX,710,710.0,0.0,12.0,722.0,303.0,287.0,268.0,1788,950.0,7.0,1013,957.0,-16.0,False,False,,,,,,
2015,8,8,6,AA,1282,N503AA,ABQ,DFW,623,623.0,0.0,12.0,635.0,109.0,96.0,77.0,569,852.0,7.0,912,859.0,-13.0,False,False,,,,,,
2015,1,4,7,WN,2416,N788SA,ELP,HOU,1910,1942.0,32.0,7.0,1949.0,105.0,99.0,83.0,677,2212.0,9.0,2155,2221.0,26.0,False,False,,0.0,0.0,0.0,26.0,0.0
2015,12,17,4,EV,5299,N856AS,ILM,ATL,600,556.0,-4.0,10.0,606.0,87.0,98.0,81.0,377,727.0,7.0,727,734.0,7.0,False,False,,,,,,
2015,3,6,5,WN,4955,N637SW,BWI,STL,810,820.0,10.0,24.0,844.0,145.0,149.0,121.0,738,945.0,4.0,935,949.0,14.0,False,False,,,,,,
2015,3,16,1,WN,2249,N470WN,DCA,TPA,1130,1253.0,83.0,16.0,1309.0,150.0,122.0,100.0,814,1449.0,6.0,1400,1455.0,55.0,False,False,,0.0,0.0,0.0,55.0,0.0
2015,3,28,6,MQ,3695,N650MQ,ORD,MHK,1940,1935.0,-5.0,14.0,1949.0,102.0,89.0,72.0,501,2101.0,3.0,2122,2104.0,-18.0,False,False,,,,,,
2015,7,12,7,EV,5016,N872AS,DTW,AVP,2151,2159.0,8.0,22.0,2221.0,83.0,93.0,66.0,399,2327.0,5.0,2314,2332.0,18.0,False,False,,10.0,0.0,8.0,0.0,0.0
2015,4,21,2,EV,6049,N10575,EWR,IAD,1943,1939.0,-4.0,40.0,2019.0,89.0,98.0,51.0,212,2110.0,7.0,2112,2117.0,5.0,False,False,,,,,,
2015,6,26,5,UA,864,N522UA,SFO,BOS,2149,2310.0,81.0,39.0,2349.0,339.0,348.0,302.0,2704,751.0,7.0,628,758.0,90.0,False,False,,9.0,0.0,8.0,73.0,0.0
2015,7,4,6,HA,327,N475HA,KOA,HNL,1703,1656.0,-7.0,8.0,1704.0,44.0,43.0,29.0,163,1733.0,6.0,1747,1739.0,-8.0,False,False,,,,,,
2015,4,14,2,UA,1022,N53441,EWR,SAT,1803,1757.0,-6.0,33.0,1830.0,272.0,255.0,218.0,1569,2108.0,4.0,2135,2112.0,-23.0,False,False,,,,,,
2015,3,22,7,US,567,N565UW,PHX,MCO,855,925.0,30.0,24.0,949.0,247.0,234.0,205.0,1849,1614.0,5.0,1602,1619.0,17.0,False,False,,0.0,0.0,17.0,0.0,0.0
2015,3,3,2,NK,318,N614NK,RSW,MSP,1519,1551.0,32.0,13.0,1604.0,221.0,219.0,201.0,1416,1825.0,5.0,1800,1830.0,30.0,False,False,,0.0,0.0,30.0,0.0,0.0
2015,4,12,7,EV,4216,N12142,EWR,MEM,2001,1953.0,-8.0,18.0,2011.0,177.0,184.0,159.0,946,2150.0,7.0,2158,2157.0,-1.0,False,False,,,,,,
2015,8,20,4,AS,201,N596AS,SJC,SEA,1735,1731.0,-4.0,11.0,1742.0,118.0,119.0,101.0,697,1923.0,7.0,1933,1930.0,-3.0,False,False,,,,,,
2015,9,7,1,OO,6278,N785SK,DEN,ASE,808,759.0,-9.0,16.0,815.0,49.0,47.0,27.0,125,842.0,4.0,857,846.0,-11.0,False,False,,,,,,
2015,7,18,6,VX,486,N631VA,LAX,LAS,1235,1519.0,164.0,46.0,1605.0,70.0,96.0,44.0,236,1649.0,6.0,1345,1655.0,190.0,False,False,,190.0,0.0,0.0,0.0,0.0
2015,7,16,4,VX,90,N361VA,SFO,IAD,1445,1504.0,19.0,19.0,1523.0,305.0,308.0,281.0,2419,2304.0,8.0,2250,2312.0,22.0,False,False,,3.0,0.0,9.0,10.0,0.0
2015,1,16,5,OO,5251,N915SW,ORD,SGF,1531,1601.0,30.0,14.0,1615.0,98.0,88.0,65.0,438,1720.0,9.0,1709,1729.0,20.0,False,False,,0.0,0.0,0.0,20.0,0.0
2015,11,5,4,DL,2075,N949DN,ATL,MCI,1028,1024.0,-4.0,31.0,1055.0,129.0,139.0,103.0,692,1138.0,5.0,1137,1143.0,6.0,False,False,,,,,,
2015,3,23,1,NK,108,N624NK,SAN,DFW,1730,1725.0,-5.0,12.0,1737.0,160.0,159.0,138.0,1171,2155.0,9.0,2210,2204.0,-6.0,False,False,,,,,,
2015,4,28,2,EV,5286,N841AS,AEX,ATL,545,540.0,-5.0,10.0,550.0,95.0,94.0,69.0,500,759.0,15.0,820,814.0,-6.0,False,False,,,,,,
2015,7,29,3,OO,5629,N477CA,PSP,SFO,800,840.0,40.0,19.0,859.0,95.0,102.0,69.0,421,1008.0,14.0,935,1022.0,47.0,False,False,,7.0,0.0,40.0,0.0,0.0
2015,5,30,6,AA,1265,N3DHAA,MIA,PHL,1905,1918.0,13.0,15.0,1933.0,170.0,153.0,135.0,1013,2148.0,3.0,2155,2151.0,-4.0,False,False,,,,,,
2015,11,9,1,DL,925,N553NW,AUS,ATL,1651,1656.0,5.0,9.0,1705.0,132.0,126.0,104.0,813,1949.0,13.0,2003,2002.0,-1.0,False,False,,,,,,
2015,10,13,2,AA,407,N554UW,14100,14107,1020,1018.0,-2.0,18.0,1036.0,316.0,274.0,251.0,2075,1147.0,5.0,1236,1152.0,-44.0,False,False,,,,,,
2015,10,24,6,WN,1650,N384SW,14107,14771,1355,1356.0,1.0,15.0,1411.0,120.0,117.0,99.0,651,1550.0,3.0,1555,1553.0,-2.0,False,False,,,,,,
2015,9,18,5,MQ,3440,N941MQ,ORD,CMH,1555,1626.0,31.0,21.0,1647.0,83.0,77.0,50.0,296,1837.0,6.0,1818,1843.0,25.0,False,False,,0.0,0.0,0.0,25.0,0.0
2015,3,16,1,EV,4451,N11548,BHM,IAH,600,554.0,-6.0,16.0,610.0,126.0,108.0,84.0,562,734.0,8.0,806,742.0,-24.0,False,False,,,,,,
2015,9,13,7,WN,2423,N383SW,SMF,LAS,1800,1826.0,26.0,10.0,1836.0,80.0,77.0,62.0,397,1938.0,5.0,1920,1943.0,23.0,False,False,,0.0,0.0,0.0,23.0,0.0
2015,3,24,2,EV,4756,N16987,CLT,ORD,915,906.0,-9.0,16.0,922.0,130.0,132.0,110.0,599,1012.0,6.0,1025,1018.0,-7.0,False,False,,,,,,
2015,8,3,1,UA,1132,N37468,DEN,SAT,2010,2012.0,2.0,14.0,2026.0,135.0,140.0,124.0,794,2330.0,2.0,2325,2332.0,7.0,False,False,,,,,,
2015,4,1,3,WN,177,N967WN,LAS,RDU,1745,1819.0,34.0,15.0,1834.0,255.0,248.0,229.0,2026,123.0,4.0,100,127.0,27.0,False,False,,0.0,0.0,14.0,13.0,0.0
2015,7,7,2,HA,360,N479HA,HNL,ITO,1719,1715.0,-4.0,14.0,1729.0,51.0,55.0,36.0,216,1805.0,5.0,1810,1810.0,0.0,False,False,,,,,,
2015,7,27,1,AA,1439,N3JVAA,DFW,BNA,1500,1509.0,9.0,17.0,1526.0,114.0,107.0,83.0,631,1649.0,7.0,1654,1656.0,2.0,False,False,,,,,,
2015,2,6,5,WN,234,N643SW,SEA,PHX,600,600.0,0.0,23.0,623.0,165.0,175.0,146.0,1107,949.0,6.0,945,955.0,10.0,False,False,,,,,,
2015,3,27,5,EV,5044,N138EV,STL,MSP,1210,1204.0,-6.0,13.0,1217.0,95.0,88.0,72.0,448,1329.0,3.0,1345,1332.0,-13.0,False,False,,,,,,
2015,6,19,5,WN,1074,N391SW,STL,BNA,805,820.0,15.0,12.0,832.0,60.0,61.0,43.0,272,915.0,6.0,905,921.0,16.0,False,False,,1.0,0.0,0.0,15.0,0.0
2015,9,24,4,UA,790,N807UA,IAH,AUS,909,905.0,-4.0,14.0,919.0,61.0,46.0,27.0,140,946.0,5.0,1010,951.0,-19.0,False,False,,,,,,
2015,12,7,1,AS,743,N611AS,SLC,SFO,630,624.0,-6.0,10.0,634.0,135.0,108.0,91.0,599,705.0,7.0,745,712.0,-33.0,False,False,,,,,,
2015,9,15,2,EV,5366,N755EV,MDW,DTW,1635,1634.0,-1.0,20.0,1654.0,62.0,74.0,47.0,228,1841.0,7.0,1837,1848.0,11.0,False,False,,,,,,
2015,10,16,5,AA,1907,N751UW,11057,10423,1430,1424.0,-6.0,17.0,1441.0,173.0,167.0,146.0,1032,1607.0,4.0,1623,1611.0,-12.0,False,False,,,,,,
2015,10,16,5,AA,1999,N198UW,11057,10721,1610,1607.0,-3.0,14.0,1621.0,128.0,117.0,96.0,728,1757.0,7.0,1818,1804.0,-14.0,False,False,,,,,,
2015,7,3,5,AS,826,N433AS,KOA,OAK,1435,1455.0,20.0,12.0,1507.0,307.0,316.0,298.0,2378,2305.0,6.0,2242,2311.0,29.0,False,False,,9.0,0.0,20.0,0.0,0.0
2015,2,22,7,DL,2334,N635DL,ATL,FLL,1700,1716.0,16.0,28.0,1744.0,114.0,110.0,79.0,581,1903.0,3.0,1854,1906.0,12.0,False,False,,,,,,
2015,11,30,1,AA,457,N823AW,PHX,SLC,1105,1409.0,184.0,11.0,1420.0,104.0,90.0,75.0,507,1535.0,4.0,1249,1539.0,170.0,False,False,,0.0,0.0,170.0,0.0,0.0
2015,12,15,2,WN,105,N418WN,ATL,DEN,755,,,,,205.0,,,1199,,,920,,,False,True,B,,,,,
2015,4,20,1,DL,1953,N990AT,ATL,DSM,2042,2040.0,-2.0,14.0,2054.0,140.0,128.0,109.0,743,2143.0,5.0,2202,2148.0,-14.0,False,False,,,,,,
2015,8,29,6,UA,1984,N33203,SAN,SFO,1609,1605.0,-4.0,14.0,1619.0,90.0,81.0,62.0,447,1721.0,5.0,1739,1726.0,-13.0,False,False,,,,,,
2015,9,11,5,WN,899,N452WN,JAX,BWI,705,700.0,-5.0,11.0,711.0,120.0,125.0,113.0,663,904.0,1.0,905,905.0,0.0,False,False,,,,,,
2015,8,4,2,DL,2139,N952DN,RDU,MSP,625,622.0,-3.0,12.0,634.0,170.0,170.0,154.0,980,808.0,4.0,815,812.0,-3.0,False,False,,,,,,
2015,7,3,5,EV,4715,N13566,IAH,MSY,1130,1124.0,-6.0,15.0,1139.0,73.0,72.0,46.0,305,1225.0,11.0,1243,1236.0,-7.0,False,False,,,,,,
2015,3,6,5,EV,3960,N12167,MOT,DEN,1818,1808.0,-10.0,10.0,1818.0,112.0,121.0,80.0,604,1838.0,31.0,1910,1909.0,-1.0,False,False,,,,,,
2015,6,9,2,AA,210,N3FYAA,LAS,JFK,800,753.0,-7.0,17.0,810.0,307.0,292.0,266.0,2248,1536.0,9.0,1607,1545.0,-22.0,False,False,,,,,,
2015,6,26,5,WN,480,N8604K,DEN,LAX,820,818.0,-2.0,17.0,835.0,145.0,145.0,112.0,862,927.0,16.0,945,943.0,-2.0,False,False,,,,,,
2015,8,31,1,OO,3468,N223AG,SEA,OMA,930,1104.0,94.0,20.0,1124.0,189.0,187.0,162.0,1368,1606.0,5.0,1439,1611.0,92.0,False,False,,0.0,0.0,92.0,0.0,0.0
2015,10,22,4,EV,6172,N12201,13930,11986,1557,1629.0,32.0,10.0,1639.0,55.0,36.0,23.0,137,1802.0,3.0,1752,1805.0,13.0,False,False,,,,,,
2015,10,3,6,WN,1914,N7726A,12953,13198,1230,1229.0,-1.0,20.0,1249.0,210.0,170.0,144.0,1107,1413.0,6.0,1500,1419.0,-41.0,False,False,,,,,,
2015,8,23,7,VX,370,N529VA,LAX,BOS,2310,2315.0,5.0,16.0,2331.0,334.0,330.0,309.0,2611,740.0,5.0,744,745.0,1.0,False,False,,,,,,
2015,10,10,6,DL,1456,N3755D,14492,10397,625,624.0,-1.0,17.0,641.0,83.0,81.0,59.0,356,740.0,5.0,748,745.0,-3.0,False,False,,,,,,
2015,11,12,4,DL,2413,N948AT,DTW,ORD,850,902.0,12.0,18.0,920.0,90.0,84.0,56.0,235,916.0,10.0,920,926.0,6.0,False,False,,,,,,
2015,10,22,4,OO,4639,N609SK,14893,14869,1020,1012.0,-8.0,11.0,1023.0,101.0,88.0,72.0,532,1235.0,5.0,1301,1240.0,-21.0,False,False,,,,,,
2015,7,17,5,DL,1102,N304DQ,SAV,ATL,1945,1938.0,-7.0,12.0,1950.0,79.0,59.0,40.0,214,2030.0,7.0,2104,2037.0,-27.0,False,False,,,,,,
2015,9,4,5,DL,1438,N924DN,ATL,DCA,2155,2221.0,26.0,20.0,2241.0,103.0,114.0,90.0,547,11.0,4.0,2338,15.0,37.0,False,False,,11.0,0.0,26.0,0.0,0.0
2015,4,1,3,UA,1246,N76526,IAH,EWR,1907,1919.0,12.0,15.0,1934.0,195.0,195.0,174.0,1400,2328.0,6.0,2322,2334.0,12.0,False,False,,,,,,
2015,5,27,3,MQ,3034,N602MQ,GRR,DFW,1110,1102.0,-8.0,12.0,1114.0,168.0,180.0,146.0,931,1240.0,22.0,1258,1302.0,4.0,False,False,,,,,,
2015,9,16,3,AA,2130,N833AW,BOS,DCA,1000,954.0,-6.0,32.0,1026.0,89.0,96.0,59.0,399,1125.0,5.0,1129,1130.0,1.0,False,False,,,,,,
2015,6,11,4,AA,117,N789AA,JFK,LAX,1500,1457.0,-3.0,44.0,1541.0,380.0,398.0,348.0,2475,1829.0,6.0,1820,1835.0,15.0,False,False,,15.0,0.0,0.0,0.0,0.0
2015,1,6,2,UA,1703,N66837,ORD,SFO,815,835.0,20.0,35.0,910.0,285.0,307.0,240.0,1846,1110.0,32.0,1100,1142.0,42.0,False,False,,22.0,0.0,0.0,0.0,20.0
2015,2,16,1,WN,651,N283WN,PIT,ATL,1615,1610.0,-5.0,8.0,1618.0,115.0,111.0,96.0,526,1754.0,7.0,1810,1801.0,-9.0,False,False,,,,,,
2015,4,9,4,WN,264,N736SA,PDX,ABQ,1220,1218.0,-2.0,8.0,1226.0,160.0,152.0,135.0,1111,1541.0,9.0,1600,1550.0,-10.0,False,False,,,,,,
2015,1,21,3,DL,1387,N668DN,ATL,SJU,1115,1114.0,-1.0,31.0,1145.0,209.0,208.0,173.0,1547,1538.0,4.0,1544,1542.0,-2.0,False,False,,,,,,
2015,8,5,3,AA,29,N5EXAA,MIA,BOS,1215,1208.0,-7.0,10.0,1218.0,194.0,179.0,164.0,1258,1502.0,5.0,1529,1507.0,-22.0,False,False,,,,,,
2015,3,31,2,OO,2869,N863AS,ABQ,LAX,1230,1258.0,28.0,20.0,1318.0,125.0,134.0,99.0,677,1357.0,15.0,1335,1412.0,37.0,False,False,,9.0,0.0,28.0,0.0,0.0
2015,7,1,3,AA,1822,N831AW,PHL,PBI,1005,1000.0,-5.0,24.0,1024.0,170.0,173.0,143.0,951,1247.0,6.0,1255,1253.0,-2.0,False,False,,,,,,
2015,9,29,2,NK,562,N519NK,LAX,LAS,625,619.0,-6.0,21.0,640.0,67.0,72.0,45.0,236,725.0,6.0,732,731.0,-1.0,False,False,,,,,,
2015,4,23,4,OO,2749,N898SK,ABQ,PHX,1835,1828.0,-7.0,14.0,1842.0,97.0,77.0,57.0,328,1839.0,6.0,1912,1845.0,-27.0,False,False,,,,,,
2015,10,20,2,EV,5959,N17196,13871,13930,1945,1939.0,-6.0,9.0,1948.0,101.0,93.0,66.0,416,2054.0,18.0,2126,2112.0,-14.0,False,False,,,,,,
2015,12,25,5,VX,905,N282VA,LAS,SFO,1115,1116.0,1.0,15.0,1131.0,95.0,96.0,70.0,414,1241.0,11.0,1250,1252.0,2.0,False,False,,,,,,
2015,10,20,2,AA,1772,N939UW,11057,11298,925,926.0,1.0,18.0,944.0,173.0,158.0,131.0,936,1055.0,9.0,1118,1104.0,-14.0,False,False,,,,,,
2015,8,10,1,AS,142,N615AS,ANC,LAX,1430,1436.0,6.0,11.0,1447.0,323.0,320.0,297.0,2345,2044.0,12.0,2053,2056.0,3.0,False,False,,,,,,
2015,11,20,5,AS,64,N762AS,KTN,SEA,1749,1741.0,-8.0,9.0,1750.0,110.0,107.0,91.0,680,2021.0,7.0,2039,2028.0,-11.0,False,False,,,,,,
2015,3,7,6,UA,631,N827UA,ORD,MSY,1905,1901.0,-4.0,18.0,1919.0,151.0,130.0,109.0,837,2108.0,3.0,2136,2111.0,-25.0,False,False,,,,,,
2015,5,1,5,VX,415,N636VA,JFK,LAX,2010,2007.0,-3.0,21.0,2028.0,380.0,357.0,318.0,2475,2246.0,18.0,2330,2304.0,-26.0,False,False,,,,,,
2015,4,4,6,AA,2419,N367AA,LAX,DFW,1145,1141.0,-4.0,17.0,1158.0,189.0,176.0,147.0,1235,1625.0,12.0,1654,1637.0,-17.0,False,False,,,,,,
2015,9,1,2,MQ,3184,N647MQ,DFW,MGM,2015,2008.0,-7.0,12.0,2020.0,117.0,99.0,85.0,622,2145.0,2.0,2212,2147.0,-25.0,False,False,,,,,,
2015,10,14,3,MQ,3505,N813MQ,11298,14674,2205,2200.0,-5.0,12.0,2212.0,110.0,96.0,80.0,551,2232.0,4.0,2255,2236.0,-19.0,False,False,,,,,,
2015,7,22,3,WN,343,N789SW,DEN,SJC,2115,2109.0,-6.0,12.0,2121.0,150.0,152.0,135.0,948,2236.0,5.0,2245,2241.0,-4.0,False,False,,,,,,
2015,3,3,2,OO,5586,N110SY,SFO,DFW,2300,2255.0,-5.0,16.0,2311.0,205.0,207.0,186.0,1464,417.0,5.0,425,422.0,-3.0,False,False,,,,,,
2015,2,27,5,DL,826,N917DE,ATL,CLT,1615,1650.0,35.0,14.0,1704.0,75.0,53.0,35.0,226,1739.0,4.0,1730,1743.0,13.0,False,False,,,,,,
2015,10,8,4,AA,355,N3LXAA,12953,13930,1750,1807.0,17.0,30.0,1837.0,170.0,183.0,115.0,733,1932.0,38.0,1940,2010.0,30.0,False,False,,13.0,0.0,0.0,17.0,0.0
2015,5,25,1,MQ,3259,N806MQ,DCA,JFK,1258,1322.0,24.0,26.0,1348.0,83.0,73.0,42.0,213,1430.0,5.0,1421,1435.0,14.0,False,False,,,,,,
2015,4,11,6,EV,4532,N25134,EWR,CHS,1559,1615.0,16.0,9.0,1624.0,127.0,120.0,103.0,628,1807.0,8.0,1806,1815.0,9.0,False,False,,,,,,
2015,10,7,3,B6,426,N373JB,15304,12478,1855,1852.0,-3.0,13.0,1905.0,162.0,162.0,140.0,1005,2125.0,9.0,2137,2134.0,-3.0,False,False,,,,,,
2015,4,28,2,AA,1106,N4XSAA,BWI,DFW,1830,1834.0,4.0,27.0,1901.0,210.0,203.0,171.0,1217,2052.0,5.0,2100,2057.0,-3.0,False,False,,,,,,
2015,10,11,7,DL,1368,N956DN,14107,13487,1325,1325.0,0.0,20.0,1345.0,189.0,182.0,155.0,1276,1820.0,7.0,1834,1827.0,-7.0,False,False,,,,,,
2015,12,18,5,DL,186,N847DN,LAX,MCO,2245,2316.0,31.0,18.0,2334.0,279.0,261.0,234.0,2218,628.0,9.0,624,637.0,13.0,False,False,,,,,,
2015,6,25,4,B6,748,N605JB,LAS,JFK,1337,1429.0,52.0,12.0,1441.0,314.0,291.0,273.0,2248,2214.0,6.0,2151,2220.0,29.0,False,False,,0.0,0.0,1.0,28.0,0.0
2015,10,23,5,VX,924,N854VA,14771,12892,1110,1118.0,8.0,19.0,1137.0,80.0,79.0,55.0,337,1232.0,5.0,1230,1237.0,7.0,False,False,,,,,,
2015,8,6,4,WN,178,N7727A,MCO,MEM,1535,1534.0,-1.0,15.0,1549.0,120.0,120.0,98.0,684,1627.0,7.0,1635,1634.0,-1.0,False,False,,,,,,
2015,10,9,5,B6,1504,N547JB,14843,12478,600,558.0,-2.0,16.0,614.0,228.0,229.0,206.0,1598,940.0,7.0,948,947.0,-1.0,False,False,,,,,,
2015,3,17,2,WN,1257,N685SW,LAS,SAN,2130,2130.0,0.0,11.0,2141.0,65.0,62.0,44.0,258,2225.0,7.0,2235,2232.0,-3.0,False,False,,,,,,
2015,7,6,1,AA,1299,N3HHAA,ORD,BOS,840,900.0,20.0,20.0,920.0,145.0,143.0,115.0,867,1215.0,8.0,1205,1223.0,18.0,False,False,,0.0,0.0,18.0,0.0,0.0
2015,12,10,4,DL,2409,N902DA,ATL,DAY,2115,2114.0,-1.0,24.0,2138.0,95.0,91.0,62.0,432,2240.0,5.0,2250,2245.0,-5.0,False,False,,,,,,
2015,11,16,1,UA,208,N69816,IAD,LAX,2000,2007.0,7.0,13.0,2020.0,350.0,343.0,320.0,2288,2240.0,10.0,2250,2250.0,0.0,False,False,,,,,,
2015,10,8,4,AA,1524,N4WLAA,14683,11298,1710,1703.0,-7.0,11.0,1714.0,75.0,85.0,41.0,247,1755.0,33.0,1825,1828.0,3.0,False,False,,,,,,
2015,1,30,5,B6,159,N309JB,BOS,PHL,620,612.0,-8.0,47.0,659.0,99.0,114.0,62.0,280,801.0,5.0,759,806.0,7.0,False,False,,,,,,
2015,3,14,6,WN,2343,N8307K,PHX,TPA,1035,1041.0,6.0,25.0,1106.0,235.0,242.0,212.0,1788,1738.0,5.0,1730,1743.0,13.0,False,False,,,,,,
2015,12,23,3,OO,4571,N632SK,SLC,SEA,600,601.0,1.0,24.0,625.0,144.0,168.0,116.0,689,721.0,28.0,724,749.0,25.0,False,False,,24.0,0.0,1.0,0.0,0.0
2015,7,11,6,WN,1340,N638SW,MCO,RDU,1340,1432.0,52.0,15.0,1447.0,95.0,95.0,76.0,534,1603.0,4.0,1515,1607.0,52.0,False,False,,0.0,0.0,2.0,50.0,0.0
2015,4,19,7,DL,1867,N959AT,TUL,ATL,605,603.0,-2.0,13.0,616.0,117.0,115.0,92.0,674,848.0,10.0,902,858.0,-4.0,False,False,,,,,,
2015,4,12,7,MQ,3241,N634MQ,DFW,ABI,850,845.0,-5.0,10.0,855.0,56.0,44.0,32.0,158,927.0,2.0,946,929.0,-17.0,False,False,,,,,,
2015,6,6,6,WN,1849,N387SW,ATL,BOS,1855,1855.0,0.0,13.0,1908.0,150.0,156.0,134.0,946,2122.0,9.0,2125,2131.0,6.0,False,False,,,,,,
